Date,Employee_Name,Employee_ID,Department,Job_Title,Gender,Project,Years_At_Company,Performance_Score,Monthly_Salary	,Clocked_Hours,Productive_Hours,Tasks_Completed,Meetings	,Break_Hours,Training_Hours	,Overtime_Hours	,Remote_Work_Frequency,Employee_Satisfaction_Score,Resigned
2/4/2025,Northrup,10512,Product Management,Clinical Specialist,Male,Matsoft,10.3,1,4,1.0,0.3,4,0,1.4,0.2,0.4,7,4.8,no
5/25/2025,Wanda,846,Legal,Geological Engineer,Female,Konklab,18.8,2,3,6.1,3.8,0,0,0.7,8.6,0.9,7,3.9,no
10/30/2024,Gregorius,2,Human Resources,Graphic Designer,Male,Home Ing,1.2,5,4,7.0,3.9,5,4,1.2,8.4,3.6,17,4.5,no
5/30/2025,Thaddus,09,Legal,Biostatistician IV,Male,Ventosanzap,25.5,5,5,7.9,1.0,7,0,1.1,0.7,3.2,19,2.4,yes
11/16/2024,Baryram,3445,Support,Geological Engineer,Male,Alphazap,23.5,4,5,4.7,4.9,0,4,1.9,5.3,0.3,17,1.7,no
8/18/2024,Tadeas,342,Marketing,Teacher,Non-binary,Y-find,23.5,3,1,3.0,4.9,8,5,0.9,11.5,1.6,7,4.6,no
4/3/2025,Catie,0849,Sales,Senior Developer,Female,Rank,1.6,4,1,1.4,7.1,6,2,0.8,14.0,1.1,7,1.8,yes
12/25/2024,Dilan,16,Accounting,Geological Engineer,Polygender,Subin,13.2,3,3,2.2,3.3,8,4,1.5,3.3,4.0,10,4.0,yes
3/24/2025,Mark,2965,Product Management,Compensation Analyst,Male,Bamity,1.3,1,4,6.5,3.5,5,0,0.7,0.5,3.6,0,4.7,yes
6/13/2024,Jacynth,2446,Services,Staff Scientist,Non-binary,Y-Solowarm,28.9,4,4,0.7,3.0,3,4,1.4,14.7,2.8,18,3.4,yes
8/2/2024,Damian,82,Product Management,Recruiter,Male,Tempsoft,20.9,2,5,2.5,2.9,0,3,1.3,2.2,2.9,17,3.6,no
10/12/2024,Emilio,14935,Business Development,Actuary,Male,Wrapsafe,15.3,4,4,4.2,6.6,9,0,1.8,14.7,1.5,12,1.7,yes
4/7/2025,Hermie,33,Product Management,Developer I,Male,It,26.5,3,1,1.0,3.2,1,0,0.7,6.1,0.5,10,3.1,yes
12/14/2024,Chickie,5,Engineering,Automation Specialist III,Male,Stim,18.5,4,3,1.1,6.7,10,2,1.2,7.5,1.9,0,4.3,yes
1/17/2025,Tammy,64,Legal,Budget/Accounting Analyst IV,Polygender,Cardify,2.8,2,1,2.8,5.6,0,2,1.8,13.1,0.0,6,2.0,no
11/16/2024,Jasmine,94455,Human Resources,Financial Advisor,Female,Pannier,0.7,4,3,7.3,3.6,10,4,0.6,8.4,0.4,3,3.8,no
3/2/2025,Phineas,52,Accounting,Software Engineer IV,Male,Matsoft,22.4,5,3,1.2,7.2,3,0,1.9,13.4,0.5,16,1.9,no
3/24/2025,Madelene,68,Accounting,Technical Writer,Female,Veribet,8.1,5,4,4.3,5.9,3,4,0.9,10.4,4.9,1,1.7,yes
2/5/2025,Kristofor,6,Accounting,Recruiter,Male,Daltfresh,25.2,5,2,2.3,1.9,7,1,0.8,8.6,1.5,20,1.6,yes
10/3/2024,Gae,33790,Services,Product Engineer,Female,Sub-Ex,18.3,5,5,6.6,2.4,1,0,1.2,14.6,3.6,0,2.4,yes
8/18/2024,Tessy,0,Accounting,Senior Developer,Genderfluid,Fix San,28.7,2,5,3.3,7.6,6,0,1.8,1.7,4.3,8,3.4,yes
9/16/2024,Thaddeus,77662,Product Management,Budget/Accounting Analyst IV,Male,Stronghold,7.3,3,3,1.8,7.1,4,4,1.7,3.6,3.9,8,2.8,no
2/23/2025,Abagael,7733,Product Management,Design Engineer,Female,Andalax,11.0,4,1,7.9,1.1,10,5,1.2,7.3,0.4,2,1.1,no
12/1/2024,Harland,13402,Sales,Accounting Assistant II,Male,Konklab,22.2,5,1,6.1,4.2,5,1,1.9,7.2,3.7,17,1.4,yes
1/28/2025,Patrick,384,Engineering,Graphic Designer,Male,It,26.4,5,5,2.7,3.7,4,1,2.0,6.2,0.5,19,3.5,no
4/23/2025,Minerva,039,Engineering,Research Associate,Female,Subin,14.4,5,3,7.3,7.7,3,4,0.5,9.8,3.3,5,2.8,yes
12/9/2024,Demetre,126,Product Management,Director of Sales,Male,Alphazap,12.7,3,5,1.2,2.2,10,3,0.9,7.4,4.6,18,2.6,yes
12/2/2024,Lindsay,0200,Research and Development,VP Product Management,Male,Holdlamis,17.5,4,4,7.5,1.0,8,1,1.8,11.8,1.5,16,4.7,no
2/13/2025,Durant,8,Marketing,Chemical Engineer,Non-binary,Transcof,10.8,2,5,7.4,6.8,2,5,0.9,12.5,2.7,14,3.0,no
3/6/2025,Felipe,5489,Human Resources,Human Resources Manager,Male,Ventosanzap,0.9,2,5,1.1,4.3,6,4,1.4,6.6,3.3,19,2.2,yes
9/11/2024,Stacia,4218,Product Management,Administrative Officer,Female,It,25.8,4,2,5.1,4.9,10,5,0.7,4.5,2.1,3,4.5,yes
10/23/2024,Bertie,4,Support,Nurse Practicioner,Female,Gembucket,5.7,5,4,5.6,0.3,4,5,1.2,11.9,4.5,3,4.5,yes
4/10/2025,Lana,887,Services,Physical Therapy Assistant,Bigender,Redhold,18.5,4,5,3.8,5.2,10,4,1.3,11.4,4.5,4,1.8,no
12/4/2024,Quinlan,9,Legal,General Manager,Male,Matsoft,21.9,3,2,2.6,0.2,3,4,1.6,9.4,0.9,6,4.3,no
2/24/2025,Bunny,3,Accounting,Nuclear Power Engineer,Female,Asoka,18.0,4,5,3.4,1.6,7,2,1.8,6.3,0.5,17,2.3,yes
12/20/2024,Albertina,7721,Product Management,Recruiting Manager,Female,Stronghold,10.9,3,5,3.6,6.8,4,3,1.3,8.1,2.1,12,3.6,yes
6/5/2024,Sherilyn,1,Research and Development,Web Designer I,Female,Stim,26.1,4,1,2.3,0.8,4,0,0.9,7.2,0.2,14,3.0,no
5/8/2025,Elizabet,434,Engineering,Account Representative I,Female,Greenlam,4.1,1,1,2.0,6.6,4,0,0.7,14.7,4.5,3,4.8,yes
11/24/2024,Sheilakathryn,141,Human Resources,VP Sales,Female,Namfix,4.0,1,3,5.3,1.0,4,1,1.1,9.0,4.7,7,3.2,no
1/19/2025,Michele,288,Sales,General Manager,Female,Domainer,3.2,5,4,5.3,4.5,5,4,0.6,5.8,0.7,2,2.0,no
6/25/2024,Sofia,99333,Services,Analyst Programmer,Female,Ventosanzap,29.5,5,1,7.2,4.8,9,5,1.6,5.7,2.7,5,4.5,no
8/15/2024,Simone,157,Support,Web Designer IV,Female,Aerified,17.4,5,5,4.9,1.8,6,0,1.1,1.0,4.8,20,1.9,yes
9/20/2024,Daffy,581,Services,Electrical Engineer,Female,Veribet,0.8,5,5,2.8,4.2,2,2,0.9,0.9,4.2,13,2.0,no
2/15/2025,Juana,504,Accounting,Teacher,Female,Zaam-Dox,0.0,1,4,6.1,3.8,4,2,1.0,12.3,2.0,19,4.2,yes
4/3/2025,Melisent,9,Accounting,Automation Specialist II,Female,Viva,13.5,2,1,7.5,2.7,2,5,1.4,2.4,2.7,1,3.6,no
8/22/2024,Shir,15,Training,Director of Sales,Female,Konklab,4.8,4,2,3.2,7.7,1,3,1.0,4.8,0.1,3,2.2,yes
8/31/2024,Zara,01,Services,Environmental Specialist,Female,Otcom,3.5,5,1,1.7,2.4,9,1,0.7,13.6,4.0,2,2.1,yes
5/4/2025,Thor,2,Business Development,Speech Pathologist,Male,Domainer,27.0,1,1,4.8,2.8,7,1,1.3,8.0,2.2,2,2.3,yes
12/15/2024,Raul,95694,Business Development,Safety Technician II,Male,Namfix,12.7,2,1,1.2,4.8,9,1,1.5,2.6,0.7,4,3.9,no
12/2/2024,Lisabeth,8,Services,Dental Hygienist,Female,Zaam-Dox,14.8,5,1,4.1,5.6,2,1,1.4,13.7,0.3,14,1.5,no
3/1/2025,Cybil,61,Services,Compensation Analyst,Female,Bigtax,19.5,4,2,7.0,1.5,3,1,0.6,2.1,2.1,10,4.5,no
3/7/2025,Puff,9,Support,Financial Advisor,Male,Matsoft,29.1,5,3,0.8,4.3,9,3,1.8,12.5,3.1,20,2.0,no
11/7/2024,Cinnamon,107,Services,Physical Therapy Assistant,Female,Y-Solowarm,4.6,1,2,5.6,3.2,8,3,0.8,3.0,1.3,12,2.5,yes
1/31/2025,Ertha,78,Product Management,Professor,Female,Otcom,6.3,4,5,2.2,0.8,5,0,1.5,8.2,0.0,20,2.3,no
8/11/2024,Woodie,28,Accounting,Speech Pathologist,Non-binary,Temp,20.6,5,2,3.2,0.3,2,0,1.0,9.1,4.1,12,2.2,no
1/29/2025,Viviyan,88531,Marketing,Account Coordinator,Female,Cardguard,25.9,4,4,4.7,4.9,4,0,0.7,13.0,0.9,16,3.5,yes
5/28/2025,Ferdinand,9360,Training,Web Designer III,Male,Keylex,28.6,5,1,3.4,1.5,1,3,1.1,14.0,2.9,11,1.3,yes
1/15/2025,Gray,6,Marketing,Operator,Female,Tin,28.9,5,4,2.4,3.3,5,2,1.9,11.7,2.8,3,1.0,yes
12/10/2024,Newton,21,Accounting,Engineer I,Male,Ventosanzap,2.0,4,3,5.9,5.2,6,0,0.6,10.0,3.6,13,4.6,yes
4/1/2025,Gianina,2932,Legal,Engineer IV,Female,Treeflex,26.0,1,4,4.1,2.8,3,2,1.4,1.6,0.1,20,3.9,yes
7/4/2024,Christean,41,Legal,Sales Representative,Female,Lotstring,19.3,4,3,5.3,1.6,7,0,1.5,0.4,1.9,5,2.6,no
5/5/2025,Laurence,6,Training,Senior Financial Analyst,Male,Alphazap,11.2,5,3,7.5,0.8,7,2,0.8,3.8,0.3,19,1.7,no
11/8/2024,Linzy,32,Marketing,VP Marketing,Female,Toughjoyfax,17.3,2,1,4.3,1.8,9,0,1.9,1.3,2.8,2,2.8,no
5/26/2025,Legra,313,Marketing,Human Resources Manager,Female,Zaam-Dox,25.1,5,5,0.5,5.8,4,1,1.1,9.2,0.8,16,3.6,no
3/15/2025,Rodrique,821,Engineering,Paralegal,Polygender,Cardguard,11.2,1,1,5.3,0.8,7,1,1.8,4.1,0.8,3,4.3,yes
7/15/2024,Tilly,337,Support,Editor,Female,Veribet,0.7,5,5,7.7,6.9,5,0,1.4,0.1,0.1,18,4.5,yes
8/29/2024,Dougy,04,Product Management,Clinical Specialist,Male,Quo Lux,0.6,2,3,4.3,7.2,4,5,1.9,9.6,2.0,7,3.8,yes
8/22/2024,Robinia,23458,Business Development,Computer Systems Analyst II,Female,Sonsing,2.7,2,1,5.9,3.3,4,4,1.6,13.6,4.0,12,4.6,no
5/10/2025,Elysha,056,Accounting,Financial Analyst,Female,Sub-Ex,6.1,5,3,5.9,3.5,10,5,1.5,8.4,1.2,19,4.4,yes
3/27/2025,Pierette,0,Sales,Structural Analysis Engineer,Female,Alphazap,17.0,4,3,5.3,3.7,0,2,1.8,0.9,2.4,19,1.1,no
4/8/2025,Ignace,6174,Business Development,Chemical Engineer,Male,Bamity,11.6,2,2,4.8,4.9,7,5,2.0,3.4,1.7,10,2.0,no
12/11/2024,Loria,180,Services,Librarian,Female,Y-find,4.0,3,1,4.8,0.9,0,0,1.3,6.9,4.9,14,4.9,yes
5/21/2025,Dori,43,Research and Development,Electrical Engineer,Female,Regrant,1.6,5,2,6.7,7.0,5,1,0.8,14.1,1.0,18,2.4,yes
6/5/2024,Boony,1,Research and Development,Marketing Assistant,Male,Zamit,13.4,4,3,5.7,6.2,2,5,1.6,7.1,2.4,2,3.5,no
6/28/2024,Ciel,48333,Services,Help Desk Operator,Female,Alphazap,28.8,4,1,0.8,0.1,10,5,1.7,14.6,1.4,0,2.0,yes
9/15/2024,Fitz,5730,Accounting,Community Outreach Specialist,Male,Fix San,11.5,3,2,5.9,2.0,9,5,1.0,6.1,3.9,18,3.0,yes
5/21/2025,Bridgette,097,Services,VP Product Management,Female,Konklux,24.1,5,4,1.6,4.7,4,0,1.0,2.9,1.7,11,1.8,yes
9/24/2024,Daniel,3,Research and Development,Human Resources Manager,Male,Tampflex,23.4,5,3,3.1,6.6,0,0,1.8,11.3,3.2,13,5.0,no
1/6/2025,Connor,403,Engineering,Software Test Engineer IV,Male,Regrant,18.0,5,4,5.7,4.5,5,3,1.4,4.8,0.5,1,2.8,no
5/2/2025,Emmie,62,Human Resources,Geological Engineer,Female,Lotlux,2.6,4,3,2.1,0.1,3,4,0.6,4.2,0.3,16,2.7,yes
4/26/2025,Lois,4871,Research and Development,Information Systems Manager,Female,Duobam,23.1,5,4,6.7,4.6,6,1,1.6,9.2,2.0,18,4.6,no
2/7/2025,Dorie,99451,Support,Clinical Specialist,Male,Subin,28.9,4,2,2.3,7.9,9,4,0.7,4.8,1.4,13,1.4,yes
3/11/2025,Modesty,1203,Engineering,Occupational Therapist,Female,Veribet,20.6,2,3,4.8,2.0,1,4,1.3,12.0,0.3,2,1.9,yes
9/25/2024,Dari,71,Legal,Software Engineer II,Agender,Fixflex,0.8,1,3,5.0,0.3,5,1,1.0,3.8,0.9,7,1.2,no
1/17/2025,Gill,0050,Marketing,Database Administrator III,Genderqueer,Veribet,8.8,4,3,6.6,7.3,9,2,1.3,14.8,1.4,18,3.4,no
9/29/2024,Dud,9855,Engineering,Administrative Officer,Male,Y-find,1.8,2,5,1.2,2.3,3,2,1.7,11.4,4.4,4,1.4,yes
8/24/2024,Rowney,3,Services,Web Developer III,Male,Aerified,24.4,2,4,7.7,2.3,10,2,1.1,4.7,4.0,2,4.7,no
11/8/2024,Marilee,5,Research and Development,Financial Analyst,Female,Sonair,19.1,5,4,5.1,7.0,7,2,1.6,8.5,4.0,2,1.2,no
10/20/2024,Anjanette,56,Support,Quality Engineer,Female,It,25.9,2,4,7.1,3.4,5,1,1.7,5.2,4.9,1,3.5,no
3/25/2025,Rasia,17,Business Development,Sales Associate,Female,Lotlux,4.9,1,2,4.6,6.0,9,0,1.2,12.9,1.1,14,4.8,no
1/5/2025,Teddi,4,Research and Development,Software Engineer III,Female,Prodder,25.5,2,5,2.3,6.7,2,5,2.0,7.6,1.8,19,4.4,no
8/23/2024,Dahlia,92031,Research and Development,Nurse,Female,Zoolab,8.2,3,3,2.4,1.7,5,1,1.6,2.1,4.2,11,2.9,yes
1/27/2025,Legra,736,Training,Assistant Manager,Female,Bamity,11.1,4,1,6.0,7.6,3,3,1.7,13.6,1.3,20,4.4,yes
5/12/2025,Bryce,939,Product Management,Staff Scientist,Male,Duobam,21.6,2,2,5.2,3.2,5,0,1.5,13.2,3.8,13,1.4,no
4/26/2025,Remington,953,Support,Director of Sales,Male,Domainer,2.1,5,4,3.6,1.1,5,0,0.8,5.7,0.3,20,1.9,yes
3/10/2025,Nikki,537,Sales,Product Engineer,Female,Home Ing,13.4,5,2,1.2,3.1,9,1,0.8,3.6,3.5,4,2.8,no
3/1/2025,Rinaldo,3,Business Development,Professor,Male,Flowdesk,9.0,5,5,6.7,7.8,9,4,1.6,1.6,3.9,14,1.2,no
8/12/2024,Emili,1,Services,Accounting Assistant II,Female,Redhold,27.3,1,5,7.0,7.4,5,2,0.6,13.5,3.6,5,3.7,no
10/15/2024,Codie,43607,Sales,Financial Advisor,Male,Prodder,6.2,1,1,4.2,1.2,1,3,1.1,5.1,2.2,20,1.5,yes
10/13/2024,Kissie,903,Legal,Nurse,Female,Lotstring,2.3,2,3,4.2,2.5,6,2,1.1,8.4,0.1,1,2.6,yes
2/12/2025,Farris,83,Research and Development,VP Accounting,Male,Stim,19.1,4,4,1.6,2.2,1,4,1.4,5.8,4.7,16,1.2,yes
10/26/2024,Evonne,4,Services,Account Executive,Female,Regrant,11.7,3,2,7.0,3.2,5,3,1.1,2.6,0.8,8,1.7,no
2/26/2025,Crissie,517,Sales,Budget/Accounting Analyst I,Female,Span,18.3,1,4,3.2,4.2,7,0,1.6,9.0,3.9,5,2.5,no
7/22/2024,Rey,54696,Marketing,Payment Adjustment Coordinator,Female,Treeflex,17.5,1,5,3.9,4.0,0,5,1.9,6.5,0.1,12,1.8,yes
12/19/2024,Eda,6381,Engineering,Cost Accountant,Female,Zontrax,25.2,4,3,7.2,6.5,7,0,0.9,5.3,4.4,13,3.9,yes
5/19/2025,Annalee,511,Product Management,Assistant Media Planner,Female,Hatity,18.1,1,5,7.5,4.2,6,0,1.2,5.9,2.1,15,4.5,no
5/23/2025,Michal,56936,Research and Development,Structural Engineer,Male,Latlux,1.9,1,5,4.2,7.2,7,0,1.3,5.1,3.5,16,2.7,no
3/5/2025,Lissy,3747,Research and Development,Office Assistant IV,Bigender,Tampflex,23.6,4,1,6.8,4.2,3,4,1.4,0.3,3.8,14,3.1,yes
9/9/2024,Noella,999,Services,Compensation Analyst,Female,Cookley,20.2,4,2,5.6,3.1,4,2,1.9,14.9,0.5,8,4.9,yes
7/26/2024,Aurlie,90,Legal,Office Assistant III,Female,Daltfresh,11.7,3,2,5.6,6.4,6,5,1.7,1.4,3.1,19,2.1,no
11/15/2024,Lydon,07512,Engineering,Pharmacist,Male,Gembucket,27.0,4,1,2.8,3.9,9,2,1.9,12.5,3.0,13,4.8,yes
9/9/2024,Heloise,944,Sales,Clinical Specialist,Female,Fixflex,0.7,4,1,4.1,1.6,5,0,0.8,8.3,2.2,6,2.1,yes
12/7/2024,Cordie,0,Business Development,Quality Control Specialist,Male,Tres-Zap,10.4,4,4,4.3,5.4,3,4,1.3,2.0,2.7,0,2.6,no
10/29/2024,Ravid,854,Legal,Marketing Assistant,Male,Voyatouch,9.5,3,3,1.9,3.4,1,3,1.3,3.7,4.3,18,1.4,no
3/31/2025,Gwennie,89677,Business Development,Associate Professor,Female,Subin,16.5,4,2,1.1,1.2,2,2,1.1,14.9,2.8,1,3.5,no
10/6/2024,Gannon,24300,Business Development,Assistant Media Planner,Male,Ventosanzap,14.5,1,4,7.2,2.0,4,0,0.6,0.6,3.3,7,3.9,yes
3/8/2025,Alexandro,412,Engineering,Marketing Manager,Male,It,9.0,3,5,5.0,0.7,8,1,1.5,2.5,0.7,11,4.9,yes
2/21/2025,Hilton,5084,Engineering,Paralegal,Male,Otcom,3.1,5,3,6.2,5.8,4,3,1.8,8.9,5.0,14,1.6,yes
2/28/2025,Dunn,57306,Research and Development,Quality Engineer,Male,Flexidy,25.9,2,4,5.2,5.0,5,3,0.9,14.6,1.6,18,3.3,yes
5/1/2025,Sallyann,2293,Accounting,Chemical Engineer,Female,Tres-Zap,15.0,5,3,0.5,4.8,4,3,1.1,9.2,1.5,10,3.0,no
10/10/2024,Dunn,6,Product Management,Business Systems Development Analyst,Male,Rank,26.5,1,5,4.4,3.3,5,4,0.6,13.1,4.8,19,1.5,yes
10/5/2024,Stefanie,922,Marketing,Marketing Assistant,Female,Zaam-Dox,12.0,1,4,1.3,4.9,3,2,0.9,2.6,2.4,17,2.9,no
10/12/2024,Wenonah,43962,Human Resources,Software Test Engineer I,Female,Subin,13.5,4,5,4.9,5.0,7,5,1.3,10.8,5.0,15,1.2,no
12/26/2024,Eirena,9312,Legal,Sales Associate,Female,Sonair,17.7,3,5,7.5,1.2,7,2,0.7,3.5,1.4,20,3.9,no
3/6/2025,Erie,7,Research and Development,Database Administrator III,Male,It,23.3,5,3,2.4,2.0,0,4,1.2,14.5,4.1,5,3.5,yes
1/23/2025,Kale,4180,Sales,Food Chemist,Male,Viva,10.0,3,3,2.0,6.8,6,4,1.5,4.2,2.8,18,1.9,no
5/7/2025,Matilda,0,Human Resources,Accountant IV,Female,Flexidy,29.6,5,5,5.6,7.8,7,5,1.4,6.1,0.7,14,4.6,no
3/10/2025,Mahmud,192,Services,Human Resources Manager,Bigender,Tin,20.4,4,5,3.0,5.8,1,0,1.8,5.9,0.3,8,1.9,yes
11/26/2024,Seamus,658,Training,Assistant Manager,Male,Sonair,23.3,2,4,1.8,5.2,9,4,1.3,7.3,3.1,8,2.4,yes
5/20/2025,Wendy,79780,Human Resources,Human Resources Assistant II,Female,Ventosanzap,16.7,5,3,7.5,3.8,8,5,1.0,0.4,4.5,9,4.8,yes
5/31/2025,Christie,2,Accounting,Engineer III,Female,Bamity,22.1,4,4,5.4,4.8,9,2,1.5,14.6,0.4,0,4.7,no
4/23/2025,Elianora,0234,Research and Development,Desktop Support Technician,Genderfluid,Wrapsafe,2.2,5,2,5.7,2.1,1,3,0.9,10.4,4.2,19,2.8,yes
11/30/2024,Edmund,57,Product Management,Automation Specialist II,Male,Voyatouch,10.2,3,4,1.7,6.6,9,0,1.2,0.6,0.6,15,3.6,no
5/28/2025,Angy,84961,Marketing,Structural Engineer,Female,Bamity,2.4,2,3,4.3,3.5,3,0,0.6,10.1,4.0,18,2.4,yes
3/8/2025,Rina,901,Services,Geologist II,Female,Temp,8.1,1,5,1.9,3.3,2,3,0.8,9.5,1.9,6,4.8,no
6/2/2025,Conrade,50980,Human Resources,Software Consultant,Male,Gembucket,2.9,1,1,5.3,0.3,4,0,0.8,3.6,4.7,9,4.0,yes
4/12/2025,Elfrida,06,Research and Development,Nurse,Female,Keylex,0.0,5,5,5.4,7.8,3,2,1.6,10.1,0.2,1,2.2,no
9/25/2024,Tricia,76275,Accounting,Chemical Engineer,Female,Kanlam,7.8,3,1,7.5,0.0,2,2,1.8,6.7,0.3,12,1.0,no
11/2/2024,Doroteya,71,Business Development,Mechanical Systems Engineer,Non-binary,Temp,28.6,4,5,3.5,1.1,7,0,1.3,7.4,2.2,4,3.4,yes
7/9/2024,Devonna,6,Services,Sales Associate,Female,Tin,29.4,4,2,6.9,6.8,4,1,0.6,11.6,0.1,3,2.2,yes
6/16/2024,Davita,11020,Human Resources,Sales Representative,Female,Pannier,28.4,5,2,7.5,4.3,4,2,1.8,10.8,1.4,20,1.8,yes
11/26/2024,Gabriello,081,Human Resources,Nuclear Power Engineer,Male,Gembucket,7.9,1,4,3.4,7.4,7,3,1.6,3.7,0.0,12,3.5,no
3/12/2025,Emanuel,946,Research and Development,Director of Sales,Male,Hatity,16.5,3,4,6.9,0.7,2,5,2.0,2.4,2.9,5,2.8,yes
9/2/2024,Gus,741,Product Management,Office Assistant IV,Female,Temp,5.3,3,3,6.2,4.3,9,4,1.8,9.0,2.5,1,4.9,yes
9/21/2024,Bary,0,Support,Speech Pathologist,Male,Fixflex,22.1,3,1,7.1,6.4,4,4,0.9,7.6,2.4,7,3.1,yes
5/28/2025,Cort,8,Marketing,Administrative Assistant II,Male,Home Ing,16.2,1,4,7.0,2.4,10,5,1.8,10.4,0.3,14,3.1,no
12/1/2024,Tabina,38133,Research and Development,Product Engineer,Female,Veribet,15.1,2,2,6.4,2.5,10,3,2.0,5.2,1.6,8,2.9,yes
8/1/2024,Toddie,053,Human Resources,Mechanical Systems Engineer,Male,Rank,27.4,1,4,7.8,1.9,10,3,2.0,10.2,4.2,7,4.6,yes
11/29/2024,Scott,37134,Services,Research Nurse,Male,Duobam,5.9,1,4,3.1,4.7,8,5,1.5,13.1,2.2,12,4.7,no
4/27/2025,Fenelia,88,Training,Safety Technician IV,Female,Otcom,1.8,4,4,6.8,1.6,8,3,1.3,14.9,2.8,14,1.8,no
9/11/2024,Clerissa,53,Product Management,Sales Associate,Female,Sonair,14.2,4,2,3.0,3.9,7,5,1.0,0.5,4.7,7,4.4,no
8/9/2024,Marley,3,Training,Administrative Officer,Female,Transcof,1.8,2,5,4.2,3.0,3,0,1.6,5.7,0.7,6,2.9,yes
7/24/2024,Dorree,687,Product Management,Actuary,Female,Y-find,11.9,1,1,3.2,4.3,1,4,1.9,2.8,3.0,14,3.7,no
4/21/2025,Jennilee,80,Engineering,Human Resources Assistant III,Female,Span,2.8,5,1,4.5,0.2,7,1,0.5,5.0,4.9,3,3.2,yes
4/16/2025,Nero,6,Training,Recruiting Manager,Male,Redhold,8.3,3,1,4.5,5.5,1,5,1.2,0.1,3.0,16,3.5,yes
8/14/2024,Huntley,37,Sales,Civil Engineer,Male,Voltsillam,9.0,1,4,5.9,2.8,10,2,1.0,11.6,2.0,13,3.0,no
1/20/2025,Jeanne,320,Business Development,Help Desk Technician,Female,Aerified,19.0,4,4,2.0,6.4,7,5,0.8,2.5,2.1,14,1.8,no
7/15/2024,Corbin,6441,Support,Human Resources Assistant II,Male,Solarbreeze,19.6,2,3,1.7,1.5,8,4,1.7,2.7,1.3,13,3.7,no
5/15/2025,Agneta,6110,Support,Automation Specialist I,Bigender,Opela,21.7,4,2,6.1,0.1,3,1,1.7,1.1,0.5,10,2.6,yes
6/5/2024,Ward,513,Accounting,Web Developer IV,Agender,Redhold,11.9,5,5,7.8,2.4,2,0,1.6,14.0,2.7,1,3.0,yes
10/5/2024,Erina,01860,Human Resources,Assistant Media Planner,Agender,Quo Lux,26.1,1,2,2.3,5.0,0,3,1.3,9.4,3.7,17,2.8,no
11/28/2024,Rona,8,Legal,Chemical Engineer,Female,Stim,11.3,4,4,5.4,3.1,3,5,1.5,11.2,0.3,14,3.4,yes
10/24/2024,Giavani,952,Legal,Engineer IV,Male,Keylex,3.1,3,1,1.7,3.8,3,3,1.1,4.0,0.7,19,3.9,no
5/30/2025,Ezri,88,Support,Director of Sales,Polygender,Solarbreeze,14.0,2,4,2.7,5.3,4,4,1.0,10.6,0.0,4,3.8,no
12/24/2024,Hermie,7561,Training,Social Worker,Male,Ronstring,6.5,4,1,1.3,5.2,5,1,1.5,11.9,1.0,5,4.5,yes
7/22/2024,Jaimie,91317,Legal,Senior Quality Engineer,Male,Lotlux,14.9,5,1,3.1,1.2,10,1,1.6,14.5,1.9,8,4.1,no
11/27/2024,Karon,4407,Product Management,Research Associate,Female,Fix San,7.8,3,3,4.9,4.1,7,2,1.9,11.7,2.1,5,3.5,yes
4/13/2025,Lyndsie,596,Business Development,Operator,Female,Regrant,1.2,5,2,1.5,5.1,1,0,1.2,5.1,0.1,4,2.2,yes
3/31/2025,Leah,0278,Human Resources,Pharmacist,Female,Sonair,12.0,2,5,3.4,1.7,4,2,0.8,13.9,2.6,20,3.3,yes
2/10/2025,Karl,5,Accounting,Programmer Analyst III,Agender,Cardify,16.1,1,5,1.5,1.5,10,0,0.7,4.8,2.0,5,2.9,no
5/5/2025,Irita,1,Support,Nurse,Female,Job,17.3,4,3,2.1,6.5,8,4,0.6,8.2,0.2,0,4.5,no
10/5/2024,Penelopa,616,Sales,Teacher,Female,Namfix,15.7,3,4,1.0,6.1,7,2,1.6,4.6,3.2,12,1.7,yes
8/20/2024,Patrizia,13259,Sales,Nurse Practicioner,Female,Voyatouch,26.7,5,3,2.1,6.3,10,0,1.6,1.1,4.9,10,5.0,no
1/10/2025,Waldon,29595,Training,Occupational Therapist,Male,Y-Solowarm,0.6,2,4,7.4,4.9,9,3,0.6,1.4,3.8,2,3.1,no
4/14/2025,Elvyn,87,Legal,Data Coordinator,Male,Matsoft,18.0,3,3,6.6,5.4,9,2,2.0,0.8,0.9,19,4.6,yes
8/4/2024,Becka,4,Engineering,Sales Associate,Genderfluid,Transcof,5.1,2,3,1.0,6.4,6,5,0.8,3.2,4.0,9,2.9,no
11/21/2024,Mar,4,Marketing,Help Desk Technician,Male,Greenlam,3.9,5,4,6.1,6.3,4,3,1.4,5.7,2.7,3,3.6,no
6/7/2024,Bil,30451,Support,Speech Pathologist,Male,Namfix,8.7,5,4,4.1,4.6,7,0,1.0,7.5,4.2,19,2.6,no
3/31/2025,Alexei,070,Legal,Business Systems Development Analyst,Male,Tin,27.8,2,1,6.9,2.9,1,4,0.7,6.9,1.7,15,4.7,no
3/5/2025,Tait,791,Product Management,Engineer III,Male,Opela,13.8,4,5,4.9,3.6,0,1,1.8,9.2,1.8,7,3.2,yes
5/24/2025,Blondy,4060,Product Management,Environmental Tech,Female,Regrant,0.7,4,5,1.3,4.7,0,4,1.7,11.7,0.8,2,3.2,no
